CODIGO DE LA PREGUNTA,	PREGUNTA,	TIEMPO DE EJECUCION,	DIMENSION X DE LA MATRIZ,	DIMENSION Y DE LA MATRIZ,	NUMERO DE DOCUMENTOS,	NUMERO DE PALABRAS,	NUMERO DE ITERACIONES UTILIZADAS,	TIEMPO ONLINE,	TIEMPO LEMMATIZACION,	TIEMPO ENTRENAMIENTO,	TIEMPO TOTAL
2013-12-23 08:24:10.516492,	why is the sky blue,	72.7887229919,	10,	10,	6,	142,	10,	21.4186410904,	50.9905779362,	0.379534959793,	72.7887229919
